source_dataset,target_dataset,feature_set,model,n_source_rows,n_target_rows,n_common_features,accuracy,precision,recall,f1,mcc,balanced_acc,auc_roc,pr_auc
aeeem_equinox,aeeem_pde,hybrid,xgboost,324,1497,42,0.40080160320641284,0.16536964980544747,0.8133971291866029,0.274858528698464,0.11002659678505027,0.5736240304318108,0.6054210377722964,0.19393632203982217
aeeem_equinox,aeeem_pde,hybrid,lightgbm,324,1497,42,0.43219772879091517,0.16509926854754442,0.7559808612440191,0.27101200686106347,0.09789569495861901,0.5678196231685934,0.5920718297720586,0.18721652388851526
aeeem_lucene,aeeem_eclipse,hybrid,logistic_regression,691,997,42,0.6730190571715146,0.34375,0.6407766990291263,0.44745762711864406,0.268065918554281,0.6610963141163331,0.7048991690498692,0.5164727302679655
aeeem_lucene,aeeem_eclipse,hybrid,random_forest,691,997,42,0.7773319959879639,0.4724137931034483,0.6650485436893204,0.5524193548387096,0.4204435194465613,0.7358112503528776,0.8021829317688068,0.5912264338627067
aeeem_lucene,aeeem_eclipse,hybrid,xgboost,691,997,42,0.7432296890672017,0.4208860759493671,0.6456310679611651,0.5095785440613027,0.3604931297652105,0.7071391749413917,0.7803075865624195,0.5304590509537614
aeeem_lucene,aeeem_eclipse,hybrid,lightgbm,691,997,42,0.7713139418254764,0.46308724832214765,0.6699029126213593,0.5476190476190477,0.41359473397526303,0.7338136560578351,0.7925815914474734,0.5287288290080805
aeeem_lucene,aeeem_equinox,hybrid,logistic_regression,691,324,42,0.6944444444444444,0.6630434782608695,0.4728682170542636,0.5520361990950227,0.3407666404890443,0.6569469290399523,0.6342277877161597,0.6140418931245317
aeeem_lucene,aeeem_equinox,hybrid,random_forest,691,324,42,0.6944444444444444,0.875,0.2713178294573643,0.41420118343195267,0.36558397327120584,0.6228384019081693,0.8286424170145099,0.7577330438939012
aeeem_lucene,aeeem_equinox,hybrid,xgboost,691,324,42,0.6790123456790124,0.7906976744186046,0.26356589147286824,0.3953488372093023,0.3136955621664009,0.6087060226595111,0.7950705625124229,0.7196170023541408
aeeem_lucene,aeeem_equinox,hybrid,lightgbm,691,324,42,0.6697530864197531,0.775,0.24031007751937986,0.3668639053254438,0.28891781965316654,0.5970781156827669,0.7821904193997218,0.7098435002663772
aeeem_lucene,aeeem_mylyn,hybrid,logistic_regression,691,1862,42,0.3464017185821697,0.12615384615384614,0.6693877551020408,0.21229773462783172,-0.024409168645346774,0.483426097711812,0.5597465702421971,0.2350380695301991
aeeem_lucene,aeeem_mylyn,hybrid,random_forest,691,1862,42,0.7959183673469388,0.2829581993569132,0.35918367346938773,0.31654676258992803,0.20053134884426194,0.6106369820655535,0.6308381608673154,0.2835776199054684
aeeem_lucene,aeeem_mylyn,hybrid,xgboost,691,1862,42,0.6283566058002148,0.18207681365576103,0.5224489795918368,0.270042194092827,0.11634576969749293,0.583426097711812,0.5936983327653882,0.22405391096428834
aeeem_lucene,aeeem_mylyn,hybrid,lightgbm,691,1862,42,0.686358754027927,0.2082616179001721,0.49387755102040815,0.2929782082324455,0.15277502200108048,0.604700061842919,0.5972322138502897,0.2598095343924095
aeeem_lucene,aeeem_pde,hybrid,logistic_regression,691,1497,42,0.6265865063460254,0.21498371335504887,0.631578947368421,0.32077764277035237,0.1813425546513122,0.6286776724419745,0.6834341288002614,0.3429384443352129
aeeem_lucene,aeeem_pde,hybrid,random_forest,691,1497,42,0.8082832331329325,0.3375,0.3875598086124402,0.36080178173719374,0.2494864373785306,0.632056301821748,0.6879977859668935,0.33372712283043515
aeeem_lucene,aeeem_pde,hybrid,xgboost,691,1497,42,0.6967267869071476,0.21577726218097448,0.4449760765550239,0.290625,0.1397347800282116,0.5912768581532883,0.6559704597462035,0.2927272260835348
aeeem_lucene,aeeem_pde,hybrid,lightgbm,691,1497,42,0.7615230460921844,0.26282051282051283,0.3923444976076555,0.31477927063339733,0.1824095595233226,0.6068865345181135,0.6535855448898926,0.3208475408175522
aeeem_mylyn,aeeem_eclipse,hybrid,logistic_regression,1862,997,42,0.6579739217652959,0.2175732217573222,0.2524271844660194,0.23370786516853934,0.015190955870327465,0.5080087881874977,0.4366477237857941,0.18657326307188032
aeeem_mylyn,aeeem_eclipse,hybrid,random_forest,1862,997,42,0.7953861584754263,0.5555555555555556,0.04854368932038835,0.08928571428571429,0.11685938943733831,0.519214954647552,0.750662796263793,0.4436573677728254
aeeem_mylyn,aeeem_eclipse,hybrid,xgboost,1862,997,42,0.8094282848545636,0.5816326530612245,0.2766990291262136,0.375,0.3058106333491731,0.6124329532483154,0.7624550464571085,0.4864547114618272
aeeem_mylyn,aeeem_eclipse,hybrid,lightgbm,1862,997,42,0.8054162487462387,0.6111111111111112,0.16019417475728157,0.25384615384615383,0.23906911448153972,0.5668227510954549,0.7586132829280866,0.4476370170746941
aeeem_mylyn,aeeem_equinox,hybrid,logistic_regression,1862,324,42,0.6018518518518519,0.5,0.13178294573643412,0.2085889570552147,0.07124300648991133,0.5223017292784735,0.3526933015305108,0.3867983762834282
aeeem_mylyn,aeeem_equinox,hybrid,random_forest,1862,324,42,0.6172839506172839,0.7777777777777778,0.05426356589147287,0.10144927536231885,0.13108678989918116,0.5220035778175314,0.7264758497316637,0.6042593286479031
aeeem_mylyn,aeeem_equinox,hybrid,xgboost,1862,324,42,0.6172839506172839,0.5806451612903226,0.13953488372093023,0.225,0.12126504912468505,0.5364341085271318,0.5485589346054462,0.4797678163129504
aeeem_mylyn,aeeem_equinox,hybrid,lightgbm,1862,324,42,0.6111111111111112,0.5652173913043478,0.10077519379844961,0.17105263157894737,0.09434307442306265,0.5247465712581991,0.5548002385211688,0.47425569064692324
aeeem_mylyn,aeeem_lucene,hybrid,logistic_regression,1862,691,42,0.7698986975397974,0.12,0.234375,0.15873015873015872,0.044385811615500766,0.5294682017543859,0.4653110047846889,0.16902719827876003
aeeem_mylyn,aeeem_lucene,hybrid,random_forest,1862,691,42,0.9088277858176556,0.5555555555555556,0.078125,0.136986301369863,0.18344440288038974,0.5358727073365231,0.7269612240829346,0.22218037510938815
aeeem_mylyn,aeeem_lucene,hybrid,xgboost,1862,691,42,0.8668596237337193,0.25862068965517243,0.234375,0.2459016393442623,0.173331667170353,0.5828972288676236,0.701218600478469,0.22541832202353512
aeeem_mylyn,aeeem_lucene,hybrid,lightgbm,1862,691,42,0.869753979739508,0.22916666666666666,0.171875,0.19642857142857142,0.12869226901306985,0.556431917862839,0.7047697368421052,0.21172514906912682
aeeem_mylyn,aeeem_pde,hybrid,logistic_regression,1862,1497,42,0.8263193052772211,0.2524271844660194,0.12440191387559808,0.16666666666666666,0.08847964251538053,0.532309652589973,0.5204575173110642,0.17137191304684868
aeeem_mylyn,aeeem_pde,hybrid,random_forest,1862,1497,42,0.8583834335337341,0.4117647058823529,0.03349282296650718,0.061946902654867256,0.08415813337154046,0.5128644239056138,0.7069545157359803,0.2666232128183814
aeeem_mylyn,aeeem_pde,hybrid,xgboost,1862,1497,42,0.8450233800935204,0.3838383838383838,0.18181818181818182,0.24675324675324675,0.18751945123139943,0.5672289666854884,0.7085834645903296,0.290970362558711
aeeem_mylyn,aeeem_pde,hybrid,lightgbm,1862,1497,42,0.8523714094856379,0.4032258064516129,0.11961722488038277,0.18450184501845018,0.15809853736874846,0.5454452584029243,0.7067929210377722,0.2799822855954831
aeeem_pde,aeeem_eclipse,hybrid,logistic_regression,1497,997,42,0.7291875626880642,0.30952380952380953,0.2524271844660194,0.27807486631016043,0.11441493740797376,0.5528886870496974,0.46268702514943605,0.2604253219558996
aeeem_pde,aeeem_eclipse,hybrid,random_forest,1497,997,42,0.7883650952858575,0.4881516587677725,0.5,0.4940047961630695,0.3602721711510605,0.68173198482933,0.7661249739177398,0.4697088591418831
aeeem_pde,aeeem_eclipse,hybrid,xgboost,1497,997,42,0.7021063189568706,0.3746556473829201,0.6601941747572816,0.4780316344463972,0.3140391378445881,0.6866078332699177,0.7494752862911639,0.47344275475524195
aeeem_pde,aeeem_eclipse,hybrid,lightgbm,1497,997,42,0.683049147442327,0.3472222222222222,0.6067961165048543,0.4416961130742049,0.2610642832216719,0.6548519141310618,0.7329299277061112,0.47346546434936787
aeeem_pde,aeeem_equinox,hybrid,logistic_regression,1497,324,42,0.6790123456790124,0.6106194690265486,0.5348837209302325,0.5702479338842975,0.31763705536537734,0.6546213476446034,0.6077121844563704,0.5822113749767337
aeeem_pde,aeeem_equinox,hybrid,random_forest,1497,324,42,0.5895061728395061,0.4696969696969697,0.24031007751937986,0.31794871794871793,0.07392604107043614,0.5304114490161002,0.613118664281455,0.519834129418868
aeeem_pde,aeeem_equinox,hybrid,xgboost,1497,324,42,0.6265432098765432,0.5377358490566038,0.4418604651162791,0.4851063829787234,0.1988404280705117,0.5952892069171138,0.6152653548002385,0.5911963327261233
aeeem_pde,aeeem_equinox,hybrid,lightgbm,1497,324,42,0.6018518518518519,0.5,0.3953488372093023,0.44155844155844154,0.14103450470944512,0.5669051878354204,0.6255615185847743,0.555999382742526
aeeem_pde,aeeem_lucene,hybrid,logistic_regression,1497,691,42,0.7250361794500724,0.14606741573033707,0.40625,0.21487603305785125,0.10860185881119915,0.5819128787878788,0.5726176236044657,0.2737903847190424
aeeem_pde,aeeem_lucene,hybrid,random_forest,1497,691,42,0.8986975397973951,0.44,0.34375,0.38596491228070173,0.3346692790103408,0.6495464513556619,0.7315465510366826,0.33911652281118404
aeeem_pde,aeeem_lucene,hybrid,xgboost,1497,691,42,0.8176555716353111,0.22807017543859648,0.40625,0.29213483146067415,0.2076827040765436,0.6329495614035088,0.6568480861244019,0.2953415193742712
aeeem_pde,aeeem_lucene,hybrid,lightgbm,1497,691,42,0.8610709117221418,0.30952380952380953,0.40625,0.35135135135135137,0.27833510434337383,0.6568730063795853,0.6852073365231259,0.3390763051280115
aeeem_pde,aeeem_mylyn,hybrid,logistic_regression,1497,1862,42,0.5386680988184748,0.1012987012987013,0.3183673469387755,0.15369458128078817,-0.07522030118287058,0.4452071737786023,0.4306917572223695,0.13036650708539346
aeeem_pde,aeeem_mylyn,hybrid,random_forest,1497,1862,42,0.8469387755102041,0.391304347826087,0.2938775510204082,0.3356643356643357,0.25443038923578387,0.6123067408781695,0.6239458306513701,0.27958187916987054
aeeem_pde,aeeem_mylyn,hybrid,xgboost,1497,1862,42,0.7438238453276047,0.22641509433962265,0.39183673469387753,0.28699551569506726,0.1523417747800513,0.594495980210266,0.6249542488609544,0.2659067277937144
aeeem_pde,aeeem_mylyn,hybrid,lightgbm,1497,1862,42,0.7873254564983888,0.2732732732732733,0.37142857142857144,0.314878892733564,0.19561964119801392,0.6108843537414965,0.6335554630015271,0.26971469141316945
