dataset,feature_set,model,cv_folds,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,auc_roc_mean,auc_roc_std,mcc_mean,mcc_std,balanced_acc_mean,balanced_acc_std,pr_auc_mean,pr_auc_std
aeeem_equinox,hybrid,logistic_regression,5,0.7376442307692308,0.03268682787784671,0.656959706959707,0.047183838217677354,0.7283076923076923,0.05679403252259445,0.6886634656567705,0.02957928372388838,0.8215621301775148,0.019545556939266764,0.46779265901043987,0.053292988495384566,0.7359487179487181,0.026941629749213766,0.7780621465913814,0.0395486943209942
aeeem_equinox,hybrid,random_forest,5,0.7810096153846153,0.035852783154327675,0.6993981481481482,0.03806008916853908,0.7913846153846154,0.06835860888201298,0.7416200390370852,0.04428941117399779,0.8622998027613413,0.004519512011185736,0.5573923418727796,0.07569888202763314,0.7828717948717948,0.03958919555884802,0.7985038169015637,0.05482834632321417
aeeem_equinox,hybrid,xgboost,5,0.7470673076923078,0.046058721082134844,0.6671645021645022,0.05551967038776679,0.736923076923077,0.07719183818032063,0.6984625424913242,0.05319682990281212,0.8558500986193293,0.017302595382279313,0.48570057764802704,0.09194136322980673,0.7453846153846154,0.047232759778761756,0.8020573346990292,0.027361319373015915
aeeem_equinox,hybrid,lightgbm,5,0.765576923076923,0.03894171414552416,0.686471694786489,0.038763467615598325,0.7603076923076922,0.09827747218188682,0.7190836325929991,0.0549392821116797,0.85032741617357,0.027450369603602923,0.5240798872435151,0.08534239990843298,0.7647692307692308,0.045904812471254434,0.7980378999066009,0.03271773307903782
aeeem_equinox,hybrid,logistic_regression,10,0.750094696969697,0.051217065170130194,0.6823332223332224,0.07347580746544516,0.7128205128205127,0.09029136852132826,0.6936261624199912,0.06213840498714429,0.8344264507422402,0.057832616854025826,0.48756075515987807,0.10331385287225392,0.743778677462888,0.05147647933375843,0.7908194546578021,0.08587544675624448
aeeem_equinox,hybrid,random_forest,10,0.7965909090909091,0.06692336083831503,0.7362550521374052,0.10565777510488811,0.7980769230769231,0.10464633152124685,0.7585591700388334,0.0669888363013875,0.860754048582996,0.03637128258632874,0.5948297520846795,0.13005659325774377,0.796406882591093,0.06328691696503194,0.782400598916654,0.06561622909417057
aeeem_equinox,hybrid,xgboost,10,0.762689393939394,0.06468757324189332,0.6885112436583025,0.09015362710408442,0.7673076923076925,0.10274423284691196,0.720724689764299,0.06863297153113117,0.8574122807017543,0.046120797775969,0.5249804084057657,0.12775387822896792,0.762995951417004,0.06278876335591292,0.7976434958754347,0.07658110934742496
aeeem_equinox,hybrid,lightgbm,10,0.771780303030303,0.047757075431286794,0.7004388993359582,0.06386695848814458,0.751923076923077,0.10113182627313022,0.7221790942135768,0.06398416201172932,0.8553356950067477,0.061048462000022674,0.5340093228654776,0.10401528978377417,0.76832995951417,0.05292048999846125,0.7974202061658155,0.09164095604385143
aeeem_lucene,static,logistic_regression,5,0.7452716087999166,0.0400013283409379,0.16607190590751136,0.029318195021656453,0.4217948717948718,0.0385682280935675,0.2371609785563274,0.034734908163374704,0.6276818884818886,0.06752057940893234,0.13817490809201363,0.04321788792267687,0.6000974358974359,0.028710795552862663,0.24020839488683388,0.027157083157956202
aeeem_lucene,static,random_forest,5,0.8567094150766342,0.01590889281264203,0.23242424242424242,0.04725718470210406,0.23461538461538467,0.055068542551062895,0.23220346969372457,0.046311234621209965,0.6917676027676027,0.05305071734758459,0.15412795323407194,0.05144979433439689,0.5774092796092797,0.026637101494278528,0.2626078486641456,0.04315566490609319
aeeem_lucene,static,xgboost,5,0.8306537378792619,0.013529317247389063,0.17369047619047617,0.02985817762314131,0.21923076923076926,0.03748767055695755,0.19329237071172553,0.030909141367714426,0.6397368335368335,0.04338912347866371,0.10139135284037921,0.03610023957344241,0.5561677655677656,0.019475285815061402,0.2149595147691828,0.04588786029883969
aeeem_lucene,static,lightgbm,5,0.8596288186841831,0.010896042883314591,0.2101298701298701,0.03755470513648516,0.18846153846153849,0.047884229223033585,0.19806763285024154,0.04208031736759504,0.6707934879934879,0.02939617753168122,0.122112483289279,0.04503771178491242,0.5583387057387058,0.023270090837615984,0.24317768054954986,0.059250476929276555
aeeem_lucene,static,logistic_regression,10,0.7453002070393375,0.06628290369212657,0.14695369445369444,0.06630267711633635,0.34523809523809523,0.14119402281473964,0.20405458834251405,0.0886158095704042,0.6510423524248409,0.09586945663071363,0.09464194399946538,0.11625359307317257,0.5658090117767538,0.08157354250548404,0.26871691983239215,0.10762621696957307
aeeem_lucene,static,random_forest,10,0.8581573498964804,0.02548078696298353,0.2444444444444444,0.13081468898110638,0.23095238095238094,0.10471980876219515,0.23213286713286713,0.1051127278620069,0.7288536561578036,0.08691294776050196,0.15773844684343177,0.11699001296385626,0.5763952892985151,0.05436961353207497,0.3096300014671046,0.09231405879851981
aeeem_lucene,static,xgboost,10,0.8436645962732919,0.03349667139661481,0.20329365079365078,0.144667159976309,0.21904761904761902,0.13079596237747723,0.19852941176470584,0.11256117886726022,0.6589057128227636,0.11657088608414508,0.12118750645044866,0.12231271625490386,0.5632360471070148,0.061334910200881575,0.25825262511244257,0.09753368001885548
aeeem_lucene,static,lightgbm,10,0.872608695652174,0.027314558197055635,0.29964285714285716,0.20113219624876286,0.26904761904761904,0.16875113728235785,0.26635638870932987,0.15537360002716497,0.6906578401970107,0.11095631145168885,0.20821044658424945,0.16647724675733305,0.6017793138760881,0.07870655656793617,0.29786653034895777,0.1175626085481717
aeeem_lucene,hybrid,logistic_regression,5,0.7886873110207486,0.018362403569244776,0.18572474985155743,0.06038016380022449,0.39230769230769236,0.15951108733329014,0.2510473178765862,0.0871579073070994,0.6632798534798535,0.06831000676901083,0.16034113268978553,0.10832814143709345,0.610826862026862,0.07670707945139649,0.3456864470072587,0.09587614154615397
aeeem_lucene,hybrid,random_forest,5,0.8813575226775102,0.01471931431377266,0.3388888888888889,0.10467468711898205,0.32820512820512826,0.17522409808481937,0.32698338220918866,0.1282564657671326,0.807756573056573,0.04713141803170379,0.26637268381308266,0.13662927037136174,0.6330105006105006,0.08375470844458399,0.38588118817051603,0.11046006225820115
aeeem_lucene,hybrid,xgboost,5,0.878427692628506,0.03095542690268114,0.3516483516483516,0.1607084154088974,0.35769230769230764,0.17392952391684638,0.35185405587804386,0.15961353787614438,0.7744280016280016,0.04901428394199961,0.28661199342816207,0.17781705452194455,0.6445604395604395,0.09367930157672567,0.4128811441913237,0.11937701743501963
aeeem_lucene,hybrid,lightgbm,5,0.8914711708893754,0.022852062525835458,0.37764180264180264,0.16738896085214158,0.2961538461538461,0.1652056276531887,0.32873126873126873,0.16133806406760867,0.7740802604802605,0.038944825828434136,0.2751817900609921,0.1726175550337161,0.6241531135531135,0.08523945643807625,0.38174217052428805,0.11715107257286249
aeeem_lucene,hybrid,logistic_regression,10,0.8089648033126293,0.0482379490649874,0.23686238598003304,0.10538072870885913,0.4714285714285714,0.2280417142357838,0.3130844588025904,0.1421603030681793,0.731514397873845,0.13651105963212173,0.23536410090080145,0.17799335806627475,0.6575524833589348,0.12310430733692507,0.40816226149561147,0.16704849093632568
